Comic_ID,Publish Date,Comic-book Title,Price,Publisher,Est. units,Unformatted Total,Total
315110406,2011,Onslaught Unleashed,3.99,Marvel,28900.0,115311.0,115.31K
315110407,2011,Incredible Hulks,2.99,Marvel,28800.0,86112.0,86.11K
315110408,2011,Hulk,2.99,Marvel,28800.0,86112.0,86.11K
315110409,2011,Deadpool,2.99,Marvel,28800.0,86112.0,86.11K
315110410,2011,Ruse,2.99,Marvel,28800.0,86112.0,86.11K
315110411,2011,X-Men Prelude To Schism,2.99,Marvel,28800.0,86112.0,86.11K
315110412,2011,New Mutants,2.99,Marvel,28700.0,85813.0,85.81K
315110413,2011,Deadpool,2.99,Marvel,28700.0,85813.0,85.81K
315110414,2011,Venom,2.99,Marvel,28700.0,85813.0,85.81K
315110415,2011,Captain America and Bucky,2.99,Marvel,28700.0,85813.0,85.81K
315110416,2011,Sigil,2.99,Marvel,28600.0,85514.0,85.51K
315110417,2011,Thunderbolts,2.99,Marvel,28600.0,85514.0,85.51K
315110418,2011,Hulk,2.99,Marvel,28600.0,85514.0,85.51K
315110419,2011,Incredible Hulks,2.99,Marvel,28500.0,85215.0,85.22K
315110420,2011,X-23,2.99,Marvel,28500.0,85215.0,85.22K
315110421,2011,Deadpool,2.99,Marvel,28500.0,85215.0,85.22K
315110422,2011,Deadpool,2.99,Marvel,28500.0,85215.0,85.22K
315110423,2011,Moon Knight,3.99,Marvel,28500.0,113715.0,113.72K
315110424,2011,Incredible Hulks,2.99,Marvel,28400.0,84916.0,84.92K
315110425,2011,Deadpool Annual,3.99,Marvel,28300.0,112917.0,112.92K
315110426,2011,Alpha Flight,2.99,Marvel,28300.0,84617.0,84.62K
315110427,2011,Journey Into Mystery,2.99,Marvel,28300.0,84617.0,84.62K
315110428,2011,Journey Into Mystery,2.99,Marvel,28300.0,84617.0,84.62K
